,maxLoad,stressMaxLoad,strainMaxLoad,energyAbsorp,youngsMod,ph,sec_Mn,sec_Mw,sec_polyDisp,sec_calcMass,sec_massRec,doubleFold
518,27.487,19.899,0.030704,0.052946,2114.2,4.95,31.5,78.4,2.487,13.7,43.9,6.0
519,29.607,16.389,0.03958,0.05249,1999.7,4.53,32.7,113.1,3.46,11.18,35.8,2.0
520,24.843,30.449,0.033778,0.049306,3640.2,4.59,36.9,87.4,2.368,8.8,28.2,10.0
521,29.845,20.043,0.050364,0.065884,2041.2,4.6,32.1,112.2,3.497,9.08,29.1,10.0
522,29.529,31.594,0.03588,0.056006,3476.2,4.705,41.3,109.8,2.656,9.04,29.0,10.0
523,40.784,28.6,0.05263,0.082312,2389.1,5.19,34.1,142.1,4.163,12.1,38.8,10.0
524,23.317,23.788,0.03647,0.044772,3246.1,4.625,19.1,65.1,3.404,14.61,46.8,2.0
525,16.32,25.637,0.028224,0.031026,4262.7,5.105,27.8,102.0,3.664,7.48,24.0,10.0
526,20.352,18.71,0.027222,0.034526,,4.445,35.9,69.4,1.934,4.59,14.7,1.0
527,16.86,18.385,0.030804,0.03194,,4.55,24.1,61.0,2.529,6.57,21.0,2.0
528,20.513,16.983,0.027476,0.036276,2934.5,4.755,24.0,73.8,3.072,10.78,34.5,10.0
529,25.725,30.123,0.034526,0.044272,3834.1,4.7,26.2,85.8,3.276,7.95,25.5,10.0
530,31.307,23.894,0.053188,0.075868,2578.6,4.93,34.6,74.3,2.149,16.13,51.7,10.0
531,29.774,13.949,0.03892,0.059796,1838.4,4.575,21.9,70.0,3.19,17.75,56.9,3.0
532,37.979,22.824,0.051504,0.089294,2241.2,6.08,51.9,121.9,2.351,14.87,47.7,10.0
533,30.991,23.664,0.046182,0.067532,2834.2,5.463,38.8,113.3,2.923,7.34,23.5,10.0
534,42.893,31.128,0.05215,0.094262,3222.0,5.595,48.8,122.4,2.512,6.09,19.5,10.0
535,35.035,19.78,0.038014,0.055434,2271.1,4.94,25.7,106.8,4.158,16.37,52.5,6.0
536,24.402,18.929,0.033072,0.045444,2965.9,5.305,27.0,95.8,3.548,12.04,38.6,10.0
537,25.271,38.04,0.04105,0.055324,4344.3,6.79,49.6,154.1,3.11,6.77,21.7,10.0
538,30.839,21.182,0.051796,0.066988,2049.5,4.69,42.2,125.2,2.965,7.09,22.7,10.0
539,34.503,23.135,0.040974,0.082998,2344.2,4.505,32.2,72.7,2.256,13.5,43.3,3.0
540,17.52,13.87,0.021526,0.026338,2271.1,4.525,23.2,64.6,2.785,10.73,34.4,3.0
541,27.621,24.427,0.043154,0.053914,3360.4,4.785,41.3,101.6,2.462,10.21,32.7,10.0
542,24.935,17.695,0.041234,0.048258,2579.4,4.92,30.4,81.0,2.668,12.47,40.0,10.0
543,15.729,12.639,0.029418,0.034312,2097.3,4.9,23.9,62.1,2.599,7.44,23.8,10.0
544,18.429,22.521,0.02726,0.033174,3406.9,4.735,27.2,86.0,3.167,9.46,30.3,10.0
545,36.543,24.713,0.042524,0.066764,3053.8,5.43,29.7,103.7,3.492,12.29,39.4,10.0
546,41.794,21.345,0.047616,0.072246,2141.1,5.325,18.4,76.7,4.174,19.64,62.9,10.0
547,28.385,24.894,0.02993,0.043922,3548.7,4.37,30.4,106.9,3.516,12.78,40.9,9.0
548,26.12,12.228,0.046404,0.060428,1458.9,4.88,42.3,134.3,3.173,6.83,21.9,10.0
549,38.418,25.867,0.047686,0.069954,2995.3,5.17,27.8,106.7,3.84,11.85,38.0,10.0
550,27.421,17.065,0.039636,0.046624,2282.8,5.13,32.9,86.3,2.626,11.93,38.2,10.0
551,28.677,25.017,0.03813,0.052312,3112.7,4.76,28.1,124.2,4.412,9.75,31.3,10.0
552,48.417,25.314,0.049826,0.093058,2313.4,4.815,26.4,64.8,2.456,11.51,36.9,10.0
553,21.982,17.526,0.035044,0.044882,2519.5,4.81,42.4,79.5,1.874,6.79,21.7,10.0
554,19.53,13.252,0.036174,0.04722,2096.3,5.063,24.1,54.1,2.242,8.78,28.2,10.0
555,34.308,30.607,0.043176,0.061076,3644.2,4.775,25.9,63.7,2.456,15.62,50.1,2.0
556,55.363,41.635,0.065546,0.14527,2971.9,5.77,53.7,122.6,2.281,18.8,60.3,10.0
557,27.159,23.048,0.039438,0.05672,2618.2,4.885,39.3,70.1,1.783,7.26,23.3,10.0
558,32.379,23.291,0.060042,0.094862,2363.8,7.975,15.7,106.9,6.791,11.2,35.9,10.0
559,33.488,24.024,0.0585,0.092156,2294.4,6.615,20.6,55.2,2.674,7.39,23.7,10.0
560,19.207,25.82,0.035292,0.040286,3004.7,4.88,33.8,72.7,2.15,5.82,18.7,10.0
561,11.198,14.279,0.016794,0.008556,,4.655,36.3,68.3,1.882,8.75,28.0,10.0
562,36.147,36.657,0.040792,0.077452,3482.8,5.03,33.8,86.0,2.545,6.46,20.7,4.0
563,28.654,28.52,0.035852,0.053544,3352.4,5.055,34.7,57.9,1.666,7.63,24.5,2.0
564,19.545,19.378,0.03174,0.037924,3297.9,4.69,43.0,76.1,1.767,12.66,40.6,2.0
565,19.066,17.876,0.031348,0.03875,2477.1,5.255,33.9,85.4,2.521,18.09,58.0,10.0
566,21.585,17.572,0.029074,0.040134,2956.5,4.675,22.4,75.9,3.385,12.64,40.5,5.0
567,30.7,21.836,0.03999,0.061824,2823.6,4.965,46.1,112.0,2.428,12.97,41.6,10.0
568,32.276,18.062,0.036328,0.054136,2235.8,4.745,48.9,93.1,1.904,6.74,21.6,10.0
569,59.262,50.153,0.064128,0.17152,3430.1,8.7,44.5,174.4,3.921,11.25,36.0,10.0
570,36.041,33.042,0.055534,0.079344,3623.6,4.865,44.3,88.5,1.997,7.49,24.0,10.0
571,34.217,29.657,0.059546,0.072318,3141.5,5.19,38.4,79.8,2.08,7.45,23.9,10.0
572,19.562,12.154,0.032903,0.042787,2000.6,5.98,26.3,88.7,3.375,10.6,34.0,10.0
573,22.866,22.098,0.03204,0.042218,3670.1,4.465,35.5,85.4,2.406,10.23,32.8,4.0
574,30.043,24.055,0.036078,0.05093,3402.2,4.845,22.3,81.2,3.639,13.69,43.9,3.0
575,36.675,23.144,0.030742,0.057806,2967.2,4.615,30.9,95.3,3.081,10.23,32.8,7.0
576,50.221,28.287,0.03825,0.082172,2916.3,4.53,32.9,109.0,3.317,13.38,42.9,7.0
577,49.052,38.622,0.052754,0.098462,3523.1,4.815,46.9,83.5,1.78,12.47,40.0,4.0
578,56.731,19.861,0.047514,0.11495,1452.9,5.465,35.1,90.8,2.587,30.72,98.5,4.0
579,40.776,33.238,0.045774,0.076468,2617.3,4.83,33.2,118.6,3.57,13.45,43.1,10.0
580,25.803,21.488,0.026592,0.03905,3691.4,4.605,17.6,65.0,3.688,10.08,32.3,2.0
581,19.103,15.435,0.023886,0.031892,2943.8,4.49,29.1,104.2,3.575,10.36,33.2,2.0
582,30.629,28.95,0.033264,0.054852,4143.6,4.757,24.4,76.5,3.133,11.73,37.6,4.0
583,39.233,25.79,0.044578,0.068704,2716.5,5.805,30.8,134.4,4.37,13.92,44.6,10.0
584,36.697,36.256,0.04276,0.075046,4173.1,4.645,29.9,119.4,3.993,8.6,27.6,10.0
585,12.908,11.449,0.017896,0.00946,1576.9,5.035,32.6,195.2,5.985,6.99,22.4,10.0
586,33.618,22.146,0.03456,0.061162,2750.8,5.0,32.2,68.6,2.128,13.62,43.7,4.0
587,17.557,10.297,0.026624,0.030956,1482.4,4.465,33.9,225.1,6.645,11.25,36.1,10.0
588,13.507,10.485,0.01016,0.006686,,3.63,25.1,69.3,2.762,6.76,21.7,2.0
589,25.515,19.052,0.033736,0.048228,2003.4,4.64,33.3,86.8,2.602,6.85,22.0,6.0
590,39.25,37.155,0.03544,0.055876,4423.1,3.83,21.9,78.2,3.567,7.82,25.1,6.0
591,27.8,18.367,0.032496,0.05134,2016.5,4.51,43.0,95.3,2.217,6.88,22.0,10.0
592,27.862,16.984,0.034536,0.054354,1413.5,4.84,27.5,104.0,3.785,9.36,30.0,10.0
593,31.218,26.088,0.043616,0.061616,2577.1,4.53,21.2,98.9,4.669,14.28,45.8,5.0
594,21.681,19.62,0.02783,0.03577,3659.8,4.84,33.9,115.5,3.405,5.83,18.7,10.0
595,39.137,21.304,0.040546,0.070086,2588.8,4.625,24.0,76.8,3.195,13.54,43.4,2.0
596,28.1,19.271,0.042114,0.05077,2623.8,5.415,37.8,177.1,4.679,12.8,41.0,10.0
597,27.422,22.327,0.037838,0.047284,3493.0,4.585,22.8,65.6,2.876,15.06,48.3,2.0
598,23.539,18.805,0.033534,0.043664,3058.2,4.59,34.9,87.4,2.505,7.51,24.1,10.0
599,25.178,21.278,0.02853,0.037782,2937.9,4.71,21.5,68.4,3.173,9.1,29.2,10.0
600,27.039,16.261,0.034142,0.05054,2447.1,5.82,28.3,66.9,2.363,10.84,34.8,10.0
601,20.264,14.783,0.030854,0.037388,2606.5,4.645,32.3,65.3,2.02,7.64,24.5,10.0
602,35.458,25.054,0.04128,0.053216,3086.7,4.37,28.6,77.1,2.692,13.11,42.0,4.0
603,20.222,16.437,0.027108,0.034244,3830.2,4.86,19.8,53.4,2.694,15.22,48.8,1.0
604,17.65,27.239,0.03171,0.035046,4012.7,4.33,21.4,78.2,3.654,8.44,27.0,5.0
605,36.446,29.898,0.042232,0.062322,3440.2,4.53,26.6,66.3,2.494,15.1,48.4,3.0
606,24.307,17.742,0.029538,0.0435,3270.3,4.345,18.9,41.9,2.215,9.79,31.4,1.0
607,24.388,18.422,0.034448,0.049402,2672.6,4.79,25.6,54.1,2.11,9.64,30.9,1.0
608,24.509,31.438,0.039344,0.052608,3556.7,4.79,19.0,63.5,3.339,10.77,34.5,6.0
609,26.824,38.005,0.039344,0.050024,4750.8,4.52,23.3,66.5,2.853,11.06,35.4,6.0
610,27.156,34.282,0.038022,0.047682,4350.2,5.905,23.2,119.4,5.144,10.36,33.2,10.0
611,25.571,31.498,0.042256,0.051696,4120.8,4.445,26.7,81.9,3.071,8.99,28.8,6.0
612,21.64,23.516,0.036792,0.049382,2768.5,5.7,29.0,66.5,2.29,6.26,20.1,10.0
613,45.138,33.928,0.040346,0.08617,3879.5,5.08,21.7,64.9,2.985,6.83,21.9,6.0
614,41.949,29.253,0.040406,0.071998,2959.0,4.385,16.0,39.0,2.437,10.6,34.0,3.0
615,30.289,22.471,0.041304,0.051914,2864.9,4.24,23.4,79.2,3.388,13.7,43.9,2.0
616,26.94,22.259,0.04286,0.055892,3055.5,4.415,24.7,73.9,2.994,10.19,32.7,5.0
617,18.46,14.676,0.025934,0.033508,3453.4,4.43,22.2,58.2,2.617,10.78,34.5,1.0
618,29.628,32.515,0.043648,0.057894,4073.2,5.465,22.3,54.7,2.45,11.58,37.1,9.0
619,31.17,17.435,0.03866,0.051294,2946.5,4.75,21.7,58.2,2.687,10.95,35.1,2.0
620,30.063,23.848,0.032338,0.054128,3424.8,4.575,23.8,51.4,2.162,9.03,28.9,2.0
621,36.392,18.443,0.038572,0.054698,2062.4,4.47,25.2,94.3,3.742,11.77,37.7,2.0
622,57.105,33.417,0.052292,0.11218,2612.9,6.655,35.8,112.7,3.145,11.68,37.4,10.0
623,21.438,27.513,0.040966,0.045458,4771.0,4.485,33.1,77.1,2.33,7.41,23.7,7.0
624,64.066,62.009,0.076914,0.1962,3515.6,4.21,49.8,290.4,5.83,11.46,36.7,10.0
625,55.108,58.221,0.062074,0.14709,2842.5,4.16,36.2,304.6,8.418,11.42,36.6,10.0
626,37.809,31.718,0.048662,0.072148,3350.8,4.655,40.2,113.1,2.816,8.46,27.1,4.0
627,29.71,21.567,0.035094,0.044238,3218.5,4.515,24.2,64.9,2.678,15.3,49.0,2.0
628,24.681,16.486,0.03359,0.04291,2453.7,4.625,23.1,57.9,2.509,13.11,42.0,4.0
629,19.876,17.395,0.026626,0.030048,3060.4,4.24,19.0,58.2,3.056,8.7,27.9,10.0
630,33.725,19.413,0.035414,0.050752,2113.4,6.32,30.2,87.9,2.909,10.04,32.2,10.0
631,28.017,18.184,0.03711,0.048808,2328.9,6.04,29.5,84.3,2.858,11.09,35.6,10.0
632,18.039,15.598,0.027854,0.02969,,4.39,21.6,55.9,2.589,6.38,20.4,1.0
633,16.17,17.182,0.02727,0.030542,,4.455,20.2,55.6,2.754,7.83,25.1,3.0
634,21.041,19.511,0.031796,0.035832,2309.6,4.39,23.6,81.1,3.428,11.08,35.5,4.0
635,19.507,14.833,0.033214,0.04204,1767.2,4.84,18.6,48.0,2.586,7.65,24.5,10.0
636,32.028,25.022,0.044956,0.060146,2635.3,4.755,25.6,72.5,2.828,16.43,52.6,10.0
637,30.266,22.824,0.046452,0.065422,1568.4,4.73,27.1,59.8,2.204,16.02,51.4,5.0
638,21.951,16.703,0.03629,0.04405,1798.7,4.48,22.2,64.9,2.922,14.91,47.8,2.0
639,59.007,30.877,0.047976,0.086432,2366.8,4.675,27.6,88.6,3.209,15.53,49.8,10.0
640,34.031,18.64,0.047648,0.064176,1839.7,5.705,24.1,57.1,2.372,13.55,43.4,10.0
641,31.06,20.779,0.052502,0.068376,1879.5,5.425,34.3,72.7,2.115,7.27,23.3,10.0
642,31.437,22.231,0.04051,0.056426,1897.7,4.71,34.5,86.4,2.502,6.42,20.6,4.0
643,24.954,20.589,0.03711,0.045406,2258.2,4.455,16.2,147.1,9.062,42.58,136.5,2.0
644,34.052,20.942,0.0443,0.059984,1983.7,4.565,35.4,81.3,2.299,12.78,41.0,2.0
645,28.199,21.727,0.036204,0.053016,2374.0,4.435,31.9,75.5,2.368,9.63,30.9,2.0
646,16.47,13.844,0.039344,0.04272,2440.7,4.36,29.4,73.1,2.485,10.5,33.7,2.0
647,19.094,17.966,0.031018,0.036278,2896.6,4.47,22.2,51.6,2.324,8.68,27.8,2.0
648,19.288,16.156,0.027532,0.030038,2859.5,4.39,20.2,60.1,2.972,11.29,36.2,1.0
649,23.329,20.54,0.03116,0.039078,3158.2,4.37,31.2,69.8,2.235,9.59,30.7,2.0
650,23.681,19.612,0.03408,0.04466,2831.1,4.38,32.9,68.1,2.066,6.62,21.2,1.0
651,26.977,23.05,0.03606,0.050748,3071.3,4.28,30.0,58.6,1.95,8.12,26.0,1.0
652,34.556,21.768,0.037392,0.060776,2583.3,4.365,18.2,47.8,2.629,18.18,58.3,2.0
653,17.833,17.808,0.033252,0.037814,2509.2,4.425,26.6,71.3,2.682,7.0,22.4,2.0
654,24.292,18.292,0.041666,0.050464,2366.0,4.21,24.5,69.7,2.846,17.2,55.1,4.0
655,37.005,21.569,0.055856,0.079518,1939.0,4.735,19.9,83.6,4.205,6.86,22.0,10.0
656,22.8,13.867,0.031402,0.03729,2124.2,4.6,20.7,67.3,3.252,11.85,38.0,10.0
657,22.604,15.436,0.03267,0.039882,2323.9,4.74,19.8,50.1,2.533,6.92,22.2,4.0
658,17.501,12.503,0.031774,0.031446,1639.8,4.755,20.2,67.6,3.337,9.13,29.3,10.0
659,25.307,22.889,0.039118,0.060082,2628.1,5.0,24.7,97.9,3.959,10.43,33.4,10.0
660,44.048,21.602,0.04986,0.079324,1735.5,5.285,33.2,108.9,3.283,12.84,41.2,10.0
661,50.043,45.261,0.048624,0.095894,3330.1,5.097,30.0,124.1,4.14,16.02,51.4,10.0
662,46.454,39.26,0.045696,0.077594,3591.9,4.55,24.2,116.0,4.8,21.13,67.7,6.0
663,23.662,16.441,0.034614,0.050428,2112.0,4.23,54.2,167.6,3.09,7.97,25.5,6.0
664,19.588,20.331,0.035502,0.04446,2926.7,4.145,28.5,69.8,2.448,6.28,20.1,5.0
665,16.048,20.374,0.034874,0.034748,3019.2,4.47,33.7,130.2,3.863,6.73,21.6,10.0
666,19.497,10.355,0.041068,0.04141,1390.1,4.58,34.4,164.1,4.776,10.88,34.9,10.0
667,25.353,13.676,0.041894,0.044472,1551.7,4.74,34.8,133.5,3.839,9.79,31.4,10.0
668,23.376,13.902,0.047136,0.054344,1681.2,4.65,33.8,125.5,3.712,8.01,25.7,10.0
669,20.452,10.106,0.033388,0.03503,1380.1,5.09,30.3,93.8,3.1,8.41,27.0,10.0
670,59.657,59.34,0.15578,0.30001,2084.4,8.61,62.8,457.6,7.285,7.68,24.6,10.0
671,51.272,55.85,0.12445,0.27619,2546.2,8.7,54.5,629.3,11.552,11.27,36.1,10.0
672,58.956,43.152,0.096442,0.20631,1783.5,8.79,39.0,484.7,12.422,10.73,34.4,10.0
673,64.779,66.46,0.13897,0.26633,2090.7,8.66,92.1,534.9,5.806,6.15,19.7,10.0
674,51.498,42.002,0.090266,0.19482,1846.5,8.83,54.3,408.3,7.516,7.73,24.8,10.0
675,41.955,23.82,0.046632,0.069938,2345.0,4.83,21.4,53.9,2.523,14.27,45.8,3.0
676,53.96,30.607,0.04855,0.094276,2560.1,4.92,20.2,53.0,2.618,10.16,32.6,6.0
677,28.247,20.934,0.040066,0.057088,1793.4,4.855,18.9,53.6,2.836,10.76,34.5,10.0
678,26.94,17.648,0.044838,0.054584,1413.5,4.745,9.1,21.2,2.318,6.69,21.4,7.0
679,28.625,19.633,0.045492,0.057768,1640.2,4.67,16.8,38.3,2.286,8.62,27.6,3.0
680,22.63,15.159,0.040612,0.050736,1464.4,4.715,10.2,34.5,3.394,6.71,21.5,3.0
681,18.384,11.167,0.03563,0.038214,1310.3,4.73,18.4,45.3,2.463,6.88,22.1,10.0
682,22.959,22.786,0.033566,0.043212,2691.3,4.31,14.9,24.3,1.628,4.25,13.6,2.0
683,27.455,25.543,0.032326,0.039974,2484.3,4.25,14.5,42.3,2.923,11.96,38.3,1.0
684,24.192,25.454,0.037022,0.04936,2415.4,4.24,8.7,25.3,2.928,6.27,20.1,2.0
685,23.644,23.116,0.036764,0.042844,2439.4,4.58,15.5,60.4,3.893,9.26,29.7,8.0
686,21.015,23.466,0.04162,0.044326,2754.9,4.48,23.3,44.8,1.922,5.98,19.2,7.0
687,10.468,10.289,0.01186,0.004956,,4.1,18.9,36.2,1.918,2.77,8.9,2.0
688,15.439,14.671,0.026674,0.029104,,4.17,39.1,367.2,9.396,17.21,55.2,2.0
689,13.028,10.943,0.01231,0.008778,,3.895,18.4,152.8,8.295,9.53,30.6,2.0
690,31.918,28.817,0.043758,0.061684,2253.5,4.465,21.6,136.7,6.325,11.25,36.0,2.0
691,28.993,27.846,0.035954,0.054928,2558.0,4.285,21.3,72.0,3.389,9.17,29.4,1.0
692,32.86,32.867,0.043956,0.065084,2241.9,4.44,26.8,78.0,2.911,9.42,30.2,2.0
693,29.576,27.808,0.039526,0.059488,2120.2,4.4,26.7,61.5,2.305,8.14,26.1,2.0
694,26.043,17.926,0.03836,0.046438,1530.4,4.59,24.6,96.7,3.923,13.32,42.7,7.0
695,28.724,31.059,0.043862,0.062186,3725.5,4.605,26.8,81.5,3.041,19.71,63.2,10.0
696,26.454,23.547,0.039448,0.045068,3047.9,4.535,22.0,50.3,2.282,16.0,51.3,8.0
697,30.324,23.219,0.037362,0.054776,2916.7,4.3,15.0,97.3,6.499,19.3,61.9,1.0
698,23.073,19.793,0.034474,0.043388,2852.4,4.245,13.2,45.0,3.413,16.15,51.8,1.0
699,30.301,22.959,0.050118,0.061244,2459.5,5.935,17.7,81.4,4.587,20.23,64.8,10.0
700,37.113,37.074,0.045152,0.067208,2971.1,5.657,19.3,58.4,3.032,16.54,53.0,10.0
701,27.813,15.613,0.035338,0.0545,2139.5,4.473,16.7,60.1,3.603,21.59,69.2,2.0
702,23.576,18.187,0.03301,0.048764,2330.0,5.257,21.5,78.5,3.644,21.14,67.8,10.0
703,30.027,18.478,0.033906,0.057904,2267.7,4.64,19.5,48.0,2.459,14.74,47.3,1.0
704,29.229,14.63,0.033072,0.046312,1958.0,4.35,20.9,89.6,4.284,18.92,60.7,3.0
705,44.278,27.972,0.060304,0.11626,2047.4,6.775,30.4,200.0,6.576,10.87,34.8,10.0
706,45.897,40.284,0.048144,0.094028,3036.3,5.835,28.9,196.3,6.793,22.06,70.7,10.0
707,23.143,29.007,0.03008,0.04244,3597.9,4.275,19.2,99.9,5.199,20.21,64.8,10.0
708,40.838,27.909,0.06146,0.10248,2528.0,4.615,24.0,117.2,4.872,17.49,56.1,6.0
709,32.158,43.57,0.035982,0.055608,4204.4,4.695,29.3,110.1,3.755,12.7,40.7,10.0
710,38.587,32.541,0.042264,0.070094,3026.8,4.705,25.6,88.0,3.44,15.24,48.9,2.0
711,27.355,19.952,0.034072,0.046148,2493.3,4.48,17.1,84.7,4.947,23.08,74.0,5.0
712,20.678,15.386,0.022398,0.030054,2475.6,4.41,12.4,37.6,3.039,16.41,52.6,2.0
713,23.97,28.946,0.041028,0.048772,3090.4,4.835,22.8,63.2,2.768,10.64,34.1,10.0
714,18.473,17.973,0.021266,0.024874,,4.345,14.8,58.8,3.971,9.76,31.3,2.0
715,22.49,15.821,0.038496,0.049258,2122.7,5.075,14.2,50.5,3.553,12.29,39.4,10.0
716,30.473,26.428,0.03389,0.048914,3685.2,4.475,18.6,75.5,4.061,19.43,62.3,6.0
717,30.74,23.191,0.04279,0.06587,2534.0,4.565,15.3,41.8,2.724,10.58,33.9,8.0
718,31.479,27.064,0.03962,0.063306,2771.5,4.23,23.2,78.8,3.4,18.51,59.3,3.0
719,20.24,13.938,0.024802,0.03251,2016.8,4.545,23.1,76.6,3.322,16.85,54.0,10.0
720,27.603,25.999,0.03508,0.054228,3272.0,4.325,20.7,75.6,3.658,19.42,62.3,5.0
721,30.694,14.786,0.030208,0.043924,2020.0,4.225,18.9,102.8,5.427,25.92,83.1,5.0
722,27.385,18.142,0.035046,0.048618,2318.5,5.355,13.8,42.8,3.108,9.29,29.8,10.0
723,34.281,26.662,0.047498,0.068816,3077.2,4.635,17.9,55.5,3.107,16.3,52.2,10.0
724,24.724,33.54,0.047858,0.055056,3267.5,6.795,32.9,362.8,11.024,15.92,51.0,10.0
725,23.525,16.742,0.037422,0.049066,2556.5,4.38,15.6,51.8,3.314,20.28,65.0,2.0
726,22.62,19.775,0.030316,0.04354,3320.7,4.165,16.9,46.9,2.77,15.08,48.3,2.0
727,33.691,21.633,0.04638,0.065366,2542.3,4.385,24.4,86.1,3.531,12.24,39.2,9.0
728,19.62,14.441,0.02935,0.038832,2370.9,4.265,18.4,55.4,3.007,14.14,45.3,10.0
729,25.7,23.188,0.042562,0.064256,2171.4,5.32,40.1,245.9,6.128,9.86,31.6,10.0
730,24.913,18.111,0.030476,0.048302,2605.2,4.645,19.6,59.9,3.059,14.62,46.9,10.0
731,21.839,16.896,0.026784,0.039014,2438.1,4.685,23.8,94.0,3.944,16.64,53.3,10.0
732,36.472,47.862,0.041368,0.064634,4472.0,5.135,20.2,100.3,4.968,17.38,55.7,10.0
733,23.273,13.671,0.04922,0.061168,1763.7,5.15,23.4,56.4,2.407,6.62,21.2,10.0
734,29.516,16.6,0.032196,0.05253,1987.7,4.895,16.4,71.3,4.344,23.13,74.1,10.0
735,26.228,16.591,0.028556,0.047914,2245.3,4.325,27.8,93.7,3.375,17.51,56.1,5.0
736,23.968,23.492,0.027728,0.040846,3302.3,4.335,25.1,80.5,3.209,11.48,36.8,2.0
737,25.012,12.324,0.037952,0.05199,1467.7,4.61,26.0,142.3,5.467,18.93,60.7,10.0
738,23.633,31.911,0.035212,0.046528,3072.1,4.683,30.8,109.1,3.538,12.19,39.1,10.0
739,39.268,22.734,0.036166,0.058138,2500.9,4.35,36.1,74.8,2.074,4.78,15.3,1.0
740,36.539,26.673,0.03307,0.05953,2928.5,5.04,19.8,67.9,3.433,19.51,62.5,10.0
741,27.022,17.369,0.033298,0.049276,2156.8,4.835,23.2,73.4,3.16,15.49,49.6,10.0
742,25.379,22.655,0.035542,0.050526,2674.6,4.695,20.0,68.3,3.415,10.55,33.8,10.0
743,26.597,22.334,0.033416,0.047676,2271.2,4.7,22.8,57.9,2.537,10.92,35.0,10.0
744,31.595,20.168,0.044066,0.07242,2239.5,5.02,20.7,78.9,3.81,22.36,71.7,10.0
745,76.438,44.505,0.048348,0.16697,2785.9,4.635,24.3,124.1,5.108,24.22,77.6,2.0
746,48.305,26.152,0.045876,0.091168,1967.2,4.565,15.9,47.2,2.97,5.46,17.5,7.0
747,17.91,16.346,0.032984,0.03999,2337.9,4.61,20.9,59.2,2.835,12.01,38.5,10.0
748,28.43,20.488,0.041172,0.056224,2492.9,4.845,22.0,65.3,2.971,15.65,50.2,10.0
749,27.135,25.09,0.037198,0.05025,3165.5,4.66,16.7,31.9,1.913,9.29,29.8,2.0
750,22.284,24.608,0.034496,0.043656,2449.1,4.64,16.5,41.0,2.494,10.77,34.5,9.0
751,52.808,39.759,0.06426,0.12978,2530.3,5.39,45.5,83.9,1.846,4.21,13.5,10.0
752,26.045,25.287,0.037934,0.059448,2873.3,4.74,20.2,52.0,2.575,13.62,43.7,10.0
753,28.509,26.3,0.040044,0.051894,2455.6,4.65,24.7,64.7,2.624,10.48,33.6,4.0
754,45.787,42.082,0.055028,0.095718,2826.6,4.77,28.7,124.3,4.327,14.35,46.0,10.0
755,23.045,17.746,0.043036,0.064078,1669.0,6.195,21.3,47.4,2.219,5.16,16.5,10.0
756,18.753,24.702,0.034692,0.037364,2742.8,4.34,18.3,45.9,2.502,10.62,34.0,2.0
757,10.856,15.723,0.015396,0.007562,,4.155,17.3,37.2,2.145,6.37,20.4,2.0
758,27.067,23.228,0.033472,0.057372,2407.8,4.62,22.1,92.8,4.197,16.2,51.9,9.0
759,50.758,57.545,0.10638,0.19223,2672.1,8.795,28.7,443.1,15.426,9.96,31.9,10.0
760,24.02,25.323,0.034204,0.05026,3362.2,4.655,22.3,61.5,2.757,8.87,28.4,4.0
761,32.164,34.168,0.050166,0.06771,2685.7,4.54,16.2,70.5,4.359,7.67,24.6,10.0
762,38.52,24.698,0.03599,0.06662,2590.1,4.715,24.1,114.7,4.76,20.07,64.3,7.0
763,20.344,18.027,0.027964,0.035666,2234.4,4.605,20.5,61.5,2.997,12.79,41.0,8.0
764,30.481,25.172,0.04243,0.05286,2273.6,4.835,29.8,133.9,4.486,17.7,56.7,10.0
765,32.776,24.834,0.049836,0.060868,2068.5,5.473,22.2,139.0,6.256,19.17,61.5,10.0
766,35.773,21.293,0.041484,0.066838,1958.2,4.8,20.4,55.0,2.69,8.54,27.4,10.0
767,35.035,32.676,0.04989,0.070858,2170.3,4.955,17.2,66.5,3.871,16.71,53.6,10.0
768,32.851,29.589,0.055896,0.071694,2240.8,4.845,24.3,74.2,3.06,12.46,39.9,10.0
769,27.738,18.593,0.030192,0.053268,2469.4,4.375,19.2,61.2,3.185,17.7,56.7,3.0
770,18.847,13.24,0.029584,0.037642,1866.7,5.635,22.2,75.1,3.385,16.1,51.6,10.0
771,28.515,22.414,0.036638,0.054662,1982.0,4.575,18.1,63.2,3.484,16.65,53.4,3.0
772,22.536,22.569,0.026406,0.035898,2720.4,4.245,15.5,70.2,4.519,22.15,71.0,3.0
773,34.157,21.998,0.036472,0.06655,1963.6,5.235,24.2,79.6,3.293,17.27,55.3,10.0
774,26.444,27.677,0.032306,0.049098,3090.6,4.735,20.8,89.2,4.294,14.55,46.6,10.0
775,34.819,27.634,0.04258,0.068856,2648.5,4.58,15.4,59.1,3.835,5.81,18.6,10.0
776,34.819,27.634,0.04258,0.068856,2648.5,4.58,15.4,59.1,3.835,5.81,18.6,10.0
777,47.891,40.736,0.064288,0.13845,1944.7,5.01,38.1,129.5,3.404,12.27,39.3,10.0
778,34.22,17.435,0.037504,0.0602,1886.1,4.72,16.7,37.4,2.247,11.5,36.9,10.0
779,43.744,34.775,0.041366,0.074826,3103.1,5.025,26.5,121.8,4.601,19.88,63.7,10.0
780,39.511,29.012,0.0432,0.068854,2770.1,4.855,25.8,80.5,3.121,21.11,67.7,4.0
